Well,Run,Voltage,Cal 1,Cal2,Cal3
F3,36,0.423882,7.33E-07,6.96E-07,8.05E-07
F3,37,0.423882,7.31E-07,6.95E-07,8.04E-07
F3,38,0.423882,7.31E-07,6.94E-07,8.04E-07
F3,39,0.428717,7.29E-07,6.93E-07,8.02E-07
F3,40,0.423882,7.31E-07,6.91E-07,8.02E-07
F3,41,0.477069,4.57E-07,4.19E-07,4.26E-07
F4,1,0.385201,3.27E-06,3.15E-06,3.53E-06
F4,2,0.394871,3.25E-06,3.33E-06,3.20E-06
F4,3,0.394871,3.23E-06,3.36E-06,3.20E-06
F4,4,0.399706,3.22E-06,3.36E-06,3.19E-06
F4,5,0.399706,3.20E-06,3.35E-06,3.17E-06
F4,6,0.404542,3.20E-06,3.35E-06,3.16E-06
F4,7,0.404542,3.19E-06,3.34E-06,3.15E-06
F4,8,0.404542,3.19E-06,3.33E-06,3.14E-06
F4,9,0.409377,3.18E-06,3.33E-06,3.13E-06
F4,10,0.409377,3.18E-06,3.32E-06,3.13E-06
F4,11,0.414212,1.80E-06,1.83E-06,1.76E-06
F4,12,0.419047,1.78E-06,1.82E-06,1.74E-06
F4,13,0.414212,1.78E-06,1.81E-06,1.74E-06
F4,14,0.419047,1.77E-06,1.81E-06,1.73E-06
F4,15,0.414212,1.77E-06,1.80E-06,1.72E-06
F4,16,0.419047,1.77E-06,1.80E-06,1.72E-06
F4,17,0.419047,1.77E-06,1.80E-06,1.72E-06
F4,18,0.419047,1.76E-06,1.80E-06,1.71E-06
F4,19,0.419047,1.76E-06,1.79E-06,1.71E-06
F4,20,0.419047,1.76E-06,1.79E-06,1.70E-06
F4,21,0.423882,1.07E-06,1.08E-06,1.03E-06
F4,22,0.423882,1.06E-06,1.07E-06,1.01E-06
F4,23,0.428717,1.06E-06,1.06E-06,1.01E-06
F4,24,0.423882,1.05E-06,1.06E-06,1.00E-06
F4,25,0.428717,1.05E-06,1.06E-06,9.98E-07
F4,26,0.428717,1.05E-06,1.06E-06,9.99E-07
F4,27,0.433553,1.05E-06,1.06E-06,9.96E-07
F4,28,0.428717,1.05E-06,1.05E-06,9.93E-07
F4,29,0.433553,1.05E-06,1.05E-06,9.92E-07
F4,30,0.433553,1.05E-06,1.05E-06,9.91E-07
F4,31,0.438388,7.23E-07,7.05E-07,6.98E-07
F4,32,0.438388,7.09E-07,6.93E-07,6.78E-07
F4,33,0.438388,7.05E-07,6.89E-07,6.74E-07
F4,34,0.438388,7.04E-07,6.87E-07,6.72E-07
F4,35,0.443223,7.03E-07,6.88E-07,6.69E-07
F4,36,0.443223,7.03E-07,6.84E-07,6.68E-07
F4,37,0.438388,7.02E-07,6.84E-07,6.67E-07
F4,38,0.438388,7.01E-07,6.83E-07,6.68E-07
F4,39,0.438388,7.01E-07,6.83E-07,6.66E-07
F4,40,0.443223,7.01E-07,6.83E-07,6.67E-07
F4,41,0.269157,3.36E-07,3.66E-07,3.78E-07
F5,1,0.390036,3.24E-06,3.14E-06,3.25E-06
F5,2,0.394871,3.24E-06,3.30E-06,3.18E-06
F5,3,0.399706,3.22E-06,3.32E-06,3.17E-06
F5,4,0.399706,3.20E-06,3.32E-06,3.16E-06
F5,5,0.404542,3.19E-06,3.31E-06,3.14E-06
F5,6,0.404542,3.19E-06,3.30E-06,3.14E-06
F5,7,0.404542,3.18E-06,3.29E-06,3.13E-06
F5,8,0.409377,3.17E-06,3.28E-06,3.12E-06
F5,9,0.409377,3.16E-06,3.27E-06,3.11E-06
F5,10,0.409377,3.16E-06,3.26E-06,3.10E-06
F5,11,0.414212,1.82E-06,1.84E-06,1.79E-06
F5,12,0.414212,1.81E-06,1.83E-06,1.77E-06
F5,13,0.414212,1.80E-06,1.82E-06,1.76E-06
F5,14,0.414212,1.79E-06,1.82E-06,1.76E-06
F5,15,0.419047,1.79E-06,1.82E-06,1.76E-06
F5,16,0.419047,1.79E-06,1.81E-06,1.75E-06
F5,17,0.419047,1.79E-06,1.81E-06,1.75E-06
F5,18,0.419047,1.79E-06,1.81E-06,1.75E-06
F5,19,0.419047,1.78E-06,1.80E-06,1.74E-06
F5,20,0.419047,1.78E-06,1.80E-06,1.74E-06
F5,21,0.428717,1.09E-06,1.07E-06,1.08E-06
F5,22,0.423882,1.08E-06,1.06E-06,1.06E-06
F5,23,0.423882,1.08E-06,1.05E-06,1.05E-06
F5,24,0.428717,1.07E-06,1.05E-06,1.05E-06
F5,25,0.423882,1.07E-06,1.05E-06,1.05E-06
F5,26,0.428717,1.07E-06,1.05E-06,1.05E-06
F5,27,0.428717,1.07E-06,1.04E-06,1.04E-06
F5,28,0.428717,1.07E-06,1.04E-06,1.04E-06
F5,29,0.428717,1.07E-06,1.04E-06,1.04E-06
F5,30,0.428717,1.06E-06,1.04E-06,1.04E-06
F5,31,0.438388,7.30E-07,7.01E-07,7.29E-07
F5,32,0.428717,7.15E-07,6.88E-07,7.10E-07
F5,33,0.438388,7.13E-07,6.84E-07,7.06E-07
F5,34,0.433553,7.12E-07,6.83E-07,7.03E-07
F5,35,0.433553,7.09E-07,6.81E-07,7.02E-07
F5,36,0.438388,7.09E-07,6.80E-07,7.01E-07
F5,37,0.443223,7.09E-07,6.78E-07,6.99E-07
F5,38,0.433553,7.09E-07,6.78E-07,7.00E-07
F5,39,0.433553,7.08E-07,6.78E-07,6.99E-07
F5,40,0.438388,7.07E-07,6.76E-07,6.99E-07
F5,41,0.322344,3.39E-07,3.76E-07,3.78E-07
F6,1,0.375531,3.25E-06,4.54E-06,3.58E-06
F6,2,0.375531,3.29E-06,3.16E-06,3.18E-06
F6,3,0.380366,3.27E-06,3.24E-06,3.17E-06
F6,4,0.385201,3.25E-06,3.24E-06,3.15E-06
F6,5,0.385201,3.24E-06,3.24E-06,3.14E-06
F6,6,0.390036,3.22E-06,3.23E-06,3.13E-06
F6,7,0.390036,3.22E-06,3.22E-06,3.11E-06
F6,8,0.390036,3.20E-06,3.21E-06,3.11E-06
F6,9,0.394871,3.20E-06,3.20E-06,3.10E-06
F6,10,0.394871,3.19E-06,3.20E-06,3.09E-06
F6,11,0.399706,1.80E-06,1.77E-06,1.78E-06
F6,12,0.404542,1.78E-06,1.76E-06,1.76E-06
F6,13,0.404542,1.78E-06,1.75E-06,1.76E-06
F6,14,0.404542,1.77E-06,1.75E-06,1.75E-06
F6,15,0.404542,1.77E-06,1.75E-06,1.74E-06
F6,16,0.404542,1.77E-06,1.74E-06,1.74E-06
F6,17,0.404542,1.76E-06,1.74E-06,1.74E-06
F6,18,0.404542,1.76E-06,1.73E-06,1.73E-06
F6,19,0.409377,1.75E-06,1.73E-06,1.73E-06
F6,20,0.409377,1.75E-06,1.73E-06,1.73E-06
F6,21,0.414212,1.07E-06,1.05E-06,1.08E-06
F6,22,0.414212,1.05E-06,1.03E-06,1.06E-06
F6,23,0.414212,1.05E-06,1.03E-06,1.06E-06
F6,24,0.414212,1.04E-06,1.03E-06,1.06E-06
F6,25,0.414212,1.04E-06,1.02E-06,1.05E-06
F6,26,0.414212,1.04E-06,1.02E-06,1.05E-06
F6,27,0.419047,1.04E-06,1.02E-06,1.05E-06
F6,28,0.414212,1.04E-06,1.02E-06,1.05E-06
F6,29,0.419047,1.04E-06,1.02E-06,1.05E-06
F6,30,0.414212,1.03E-06,1.02E-06,1.05E-06
F6,31,0.419047,7.27E-07,6.96E-07,7.41E-07
F6,32,0.419047,7.12E-07,6.81E-07,7.23E-07
F6,33,0.423882,7.09E-07,6.78E-07,7.19E-07
F6,34,0.419047,7.07E-07,6.76E-07,7.17E-07
F6,35,0.419047,7.05E-07,6.74E-07,7.16E-07
F6,36,0.419047,7.04E-07,6.73E-07,7.14E-07
F6,37,0.419047,7.01E-07,6.72E-07,7.13E-07
F6,38,0.419047,7.03E-07,6.70E-07,7.12E-07
F6,39,0.419047,7.00E-07,6.69E-07,7.12E-07
F6,40,0.423882,7.01E-07,6.69E-07,7.12E-07
F6,41,0.370695,3.88E-07,3.92E-07,4.51E-07
F7,1,0.380366,3.26E-06,2.80E-05,3.18E-06
F7,2,0.390036,3.25E-06,2.30E-05,3.17E-06
F7,3,0.390036,3.23E-06,2.51E-05,3.14E-06
F7,4,0.394871,3.21E-06,1.97E-05,3.13E-06
F7,5,0.394871,3.20E-06,1.42E-05,3.11E-06
F7,6,0.399706,3.19E-06,7.04E-06,3.10E-06
F7,7,0.399706,3.18E-06,5.40E-06,3.09E-06
F7,8,0.399706,3.17E-06,4.92E-06,3.09E-06
F7,9,0.404542,3.17E-06,4.77E-06,3.08E-06
F7,10,0.404542,3.16E-06,4.74E-06,3.07E-06
F7,11,0.404542,1.78E-06,3.34E-06,1.75E-06
F7,12,0.409377,1.76E-06,3.24E-06,1.73E-06
F7,13,0.409377,1.76E-06,3.24E-06,1.72E-06
F7,14,0.409377,1.76E-06,3.25E-06,1.72E-06
F7,15,0.409377,1.75E-06,3.27E-06,1.71E-06
F7,16,0.409377,1.75E-06,3.28E-06,1.71E-06
F7,17,0.409377,1.75E-06,3.29E-06,1.71E-06
F7,18,0.409377,1.75E-06,3.34E-06,1.70E-06
F7,19,0.414212,1.74E-06,3.30E-06,1.70E-06
F7,20,0.414212,1.74E-06,3.31E-06,1.70E-06
F7,21,0.414212,1.06E-06,2.42E-06,1.07E-06
F7,22,0.419047,1.05E-06,2.39E-06,1.05E-06
F7,23,0.414212,1.04E-06,2.38E-06,1.05E-06
F7,24,0.414212,1.04E-06,2.41E-06,1.05E-06
F7,25,0.414212,1.04E-06,2.39E-06,1.04E-06
F7,26,0.419047,1.04E-06,2.38E-06,1.04E-06
F7,27,0.419047,1.04E-06,2.37E-06,1.04E-06
F7,28,0.419047,1.03E-06,2.37E-06,1.04E-06
F7,29,0.414212,1.03E-06,2.37E-06,1.04E-06
F7,30,0.419047,1.03E-06,2.36E-06,1.04E-06
F7,31,0.419047,7.20E-07,1.86E-06,7.37E-07
F7,32,0.423882,7.06E-07,1.79E-06,7.21E-07
F7,33,0.423882,7.02E-07,1.79E-06,7.17E-07
F7,34,0.423882,7.00E-07,1.78E-06,7.14E-07
F7,35,0.428717,7.00E-07,1.77E-06,7.14E-07
F7,36,0.423882,6.99E-07,1.76E-06,7.13E-07
F7,37,0.423882,6.96E-07,1.76E-06,7.13E-07
F7,38,0.419047,6.96E-07,1.75E-06,7.10E-07
F7,39,0.428717,6.97E-07,1.74E-06,7.11E-07
F7,40,0.423882,6.98E-07,1.74E-06,7.11E-07
F7,41,0.254652,3.36E-07,1.68E-06,3.57E-07
F8,1,0.370695,3.35E-06,3.92E-06,3.75E-06
F8,2,0.375531,3.34E-06,3.29E-06,3.18E-06
F8,3,0.380366,3.32E-06,3.32E-06,3.17E-06
F8,4,0.385201,3.30E-06,3.32E-06,3.14E-06
F8,5,0.390036,3.29E-06,3.31E-06,3.12E-06
F8,6,0.390036,3.28E-06,3.30E-06,3.11E-06
F8,7,0.394871,3.27E-06,3.29E-06,3.10E-06
F8,8,0.394871,3.26E-06,3.28E-06,3.08E-06
F8,9,0.394871,3.25E-06,3.27E-06,3.08E-06
F8,10,0.399706,3.24E-06,3.26E-06,3.07E-06
F8,11,0.399706,1.84E-06,1.82E-06,1.74E-06
F8,12,0.404542,1.82E-06,1.81E-06,1.73E-06
F8,13,0.399706,1.81E-06,1.80E-06,1.72E-06
F8,14,0.404542,1.81E-06,1.80E-06,1.71E-06
F8,15,0.404542,1.81E-06,1.79E-06,1.71E-06
F8,16,0.404542,1.81E-06,1.79E-06,1.71E-06
F8,17,0.404542,1.80E-06,1.78E-06,1.70E-06
F8,18,0.404542,1.80E-06,1.78E-06,1.70E-06
F8,19,0.404542,1.79E-06,1.77E-06,1.69E-06
F8,20,0.409377,1.79E-06,1.77E-06,1.69E-06
F8,21,0.414212,1.08E-06,1.09E-06,1.09E-06
F8,22,0.409377,1.07E-06,1.07E-06,1.07E-06
F8,23,0.409377,1.06E-06,1.07E-06,1.06E-06
F8,24,0.414212,1.06E-06,1.07E-06,1.06E-06
F8,25,0.409377,1.06E-06,1.06E-06,1.06E-06
F8,26,0.414212,1.06E-06,1.06E-06,1.06E-06
F8,27,0.414212,1.06E-06,1.06E-06,1.05E-06
F8,28,0.414212,1.05E-06,1.06E-06,1.05E-06
F8,29,0.414212,1.05E-06,1.05E-06,1.05E-06
F8,30,0.414212,1.05E-06,1.05E-06,1.05E-06
F8,31,0.414212,7.19E-07,7.22E-07,7.57E-07
F8,32,0.419047,7.05E-07,7.09E-07,7.41E-07
F8,33,0.419047,7.01E-07,7.05E-07,7.38E-07
F8,34,0.414212,6.99E-07,7.03E-07,7.34E-07
F8,35,0.423882,6.98E-07,6.99E-07,7.33E-07
F8,36,0.423882,6.97E-07,6.99E-07,7.32E-07
F8,37,0.419047,6.96E-07,6.99E-07,7.32E-07
F8,38,0.419047,6.96E-07,6.98E-07,7.30E-07
F8,39,0.419047,6.95E-07,6.96E-07,7.30E-07
F8,40,0.419047,6.95E-07,6.94E-07,7.28E-07
F8,41,0.336849,3.42E-07,3.65E-07,4.35E-07
F9,1,0.394871,3.32E-06,3.12E-06,3.20E-06
F9,2,0.394871,3.30E-06,3.32E-06,3.17E-06
F9,3,0.399706,3.28E-06,3.35E-06,3.15E-06
F9,4,0.399706,3.27E-06,3.36E-06,3.13E-06
F9,5,0.399706,3.26E-06,3.36E-06,3.11E-06
F9,6,0.404542,3.25E-06,3.35E-06,3.10E-06
F9,7,0.404542,3.25E-06,3.35E-06,3.09E-06
F9,8,0.404542,3.24E-06,3.34E-06,3.08E-06
F9,9,0.404542,3.24E-06,3.33E-06,3.07E-06
F9,10,0.404542,3.24E-06,3.32E-06,3.06E-06
F9,11,0.409377,1.80E-06,1.85E-06,1.69E-06
F9,12,0.409377,1.78E-06,1.84E-06,1.67E-06
F9,13,0.409377,1.78E-06,1.84E-06,1.67E-06
F9,14,0.414212,1.77E-06,1.83E-06,1.66E-06
F9,15,0.414212,1.77E-06,1.82E-06,1.66E-06
F9,16,0.414212,1.77E-06,1.82E-06,1.65E-06
F9,17,0.414212,1.77E-06,1.82E-06,1.65E-06
F9,18,0.414212,1.76E-06,1.81E-06,1.65E-06
F9,19,0.414212,1.76E-06,1.81E-06,1.64E-06
F9,20,0.414212,1.76E-06,1.81E-06,1.64E-06
F9,21,0.414212,1.08E-06,1.10E-06,1.02E-06
F9,22,0.419047,1.07E-06,1.09E-06,9.98E-07
F9,23,0.419047,1.07E-06,1.08E-06,9.94E-07
F9,24,0.419047,1.07E-06,1.08E-06,9.90E-07
F9,25,0.419047,1.06E-06,1.08E-06,9.86E-07
F9,26,0.419047,1.06E-06,1.08E-06,9.87E-07
F9,27,0.419047,1.06E-06,1.07E-06,9.85E-07
F9,28,0.419047,1.06E-06,1.07E-06,9.82E-07
F9,29,0.423882,1.06E-06,1.07E-06,9.80E-07
F9,30,0.423882,1.06E-06,1.07E-06,9.79E-07
F9,31,0.423882,7.32E-07,7.25E-07,6.93E-07
F9,32,0.423882,7.19E-07,7.15E-07,6.76E-07
F9,33,0.428717,7.16E-07,7.13E-07,6.71E-07
F9,34,0.423882,7.14E-07,7.12E-07,6.68E-07
F9,35,0.428717,7.13E-07,7.12E-07,6.66E-07
F9,36,0.433553,7.13E-07,7.08E-07,6.66E-07
F9,37,0.428717,7.12E-07,7.09E-07,6.66E-07
F9,38,0.428717,7.12E-07,7.07E-07,6.64E-07
F9,39,0.428717,7.11E-07,7.07E-07,6.63E-07
F9,40,0.428717,7.11E-07,7.07E-07,6.61E-07
F9,41,0.317509,3.18E-07,3.75E-07,4.24E-07
G1,1,0.404542,3.17E-06,95199584,3.42E-06
G1,2,0.404542,3.16E-06,39199832,3.18E-06
G1,3,0.404542,3.13E-06,3.20E-06,3.17E-06
G1,4,0.409377,3.11E-06,3.17E-06,3.15E-06
G1,5,0.409377,3.10E-06,3.30E-06,3.14E-06
G1,6,0.409377,3.10E-06,3.33E-06,3.13E-06
G1,7,0.414212,3.09E-06,3.33E-06,3.12E-06
G1,8,0.414212,3.08E-06,3.32E-06,3.12E-06
G1,9,0.414212,3.08E-06,3.31E-06,3.11E-06
G1,10,0.414212,3.07E-06,3.31E-06,3.10E-06
G1,11,0.419047,1.76E-06,1.87E-06,1.83E-06
G1,12,0.423882,1.74E-06,1.86E-06,1.81E-06
G1,13,0.423882,1.74E-06,1.86E-06,1.80E-06
G1,14,0.423882,1.73E-06,1.85E-06,1.79E-06
G1,15,0.419047,1.73E-06,1.84E-06,1.79E-06
G1,16,0.423882,1.73E-06,1.84E-06,1.78E-06
G1,17,0.423882,1.73E-06,1.84E-06,1.78E-06
G1,18,0.423882,1.73E-06,1.83E-06,1.77E-06
G1,19,0.423882,1.72E-06,1.83E-06,1.77E-06
G1,20,0.423882,1.72E-06,1.83E-06,1.76E-06
G1,21,0.423882,1.07E-06,1.11E-06,1.14E-06
G1,22,0.433553,1.06E-06,1.09E-06,1.12E-06
G1,23,0.428717,1.06E-06,1.09E-06,1.11E-06
G1,24,0.428717,1.05E-06,1.09E-06,1.10E-06
G1,25,0.428717,1.05E-06,1.08E-06,1.10E-06
G1,26,0.428717,1.05E-06,1.08E-06,1.10E-06
G1,27,0.428717,1.05E-06,1.08E-06,1.10E-06
G1,28,0.428717,1.05E-06,1.08E-06,1.10E-06
G1,29,0.428717,1.05E-06,1.08E-06,1.09E-06
G1,30,0.428717,1.05E-06,1.07E-06,1.09E-06
G1,31,0.443223,7.30E-07,7.28E-07,7.88E-07
G1,32,0.438388,7.17E-07,7.17E-07,7.70E-07
G1,33,0.438388,7.14E-07,7.13E-07,7.65E-07
G1,34,0.438388,7.13E-07,7.12E-07,7.66E-07
G1,35,0.438388,7.11E-07,7.10E-07,7.64E-07
G1,36,0.443223,7.10E-07,7.07E-07,7.63E-07
G1,37,0.443223,7.09E-07,7.07E-07,7.61E-07
G1,38,0.443223,7.10E-07,7.08E-07,7.59E-07
G1,39,0.438388,7.09E-07,7.05E-07,7.59E-07
G1,40,0.438388,7.22E-07,7.04E-07,7.60E-07
G1,41,0.414212,4.25E-07,4.14E-07,4.74E-07
G10,1,0.35619,3.42E-06,3.47E-06,2.70E-06
G10,2,0.35619,3.43E-06,3.37E-06,2.48E-06
G10,3,0.361025,3.41E-06,3.40E-06,2.44E-06
G10,4,0.36586,3.39E-06,3.40E-06,2.42E-06
G10,5,0.36586,3.37E-06,3.39E-06,2.40E-06
G10,6,0.370695,3.37E-06,3.38E-06,2.39E-06
G10,7,0.370695,3.36E-06,3.37E-06,2.38E-06
G10,8,0.375531,3.35E-06,3.36E-06,2.37E-06
G10,9,0.375531,3.34E-06,3.35E-06,2.37E-06
G10,10,0.380366,3.33E-06,3.35E-06,2.36E-06
G10,11,0.380366,1.89E-06,1.85E-06,1.41E-06
G10,12,0.385201,1.87E-06,1.84E-06,1.39E-06
G10,13,0.385201,1.86E-06,1.83E-06,1.38E-06
G10,14,0.385201,1.86E-06,1.82E-06,1.38E-06
G10,15,0.385201,1.86E-06,1.82E-06,1.37E-06
G10,16,0.385201,1.85E-06,1.81E-06,1.37E-06
G10,17,0.385201,1.85E-06,1.81E-06,1.37E-06
G10,18,0.390036,1.85E-06,1.81E-06,1.37E-06
G10,19,0.390036,1.85E-06,1.80E-06,1.36E-06
G10,20,0.390036,1.84E-06,1.80E-06,1.36E-06
G10,21,0.394871,1.13E-06,1.09E-06,8.85E-07
G10,22,0.390036,1.12E-06,1.08E-06,8.68E-07
G10,23,0.394871,1.11E-06,1.07E-06,8.62E-07
G10,24,0.394871,1.11E-06,1.07E-06,8.60E-07
G10,25,0.399706,1.11E-06,1.07E-06,8.59E-07
G10,26,0.394871,1.11E-06,1.06E-06,8.58E-07
G10,27,0.399706,1.10E-06,1.06E-06,8.59E-07
G10,28,0.399706,1.10E-06,1.06E-06,8.58E-07
G10,29,0.399706,1.10E-06,1.06E-06,8.61E-07
G10,30,0.399706,1.10E-06,1.05E-06,8.60E-07
G10,31,0.404542,7.58E-07,7.05E-07,6.49E-07
G10,32,0.404542,7.43E-07,6.90E-07,6.33E-07
G10,33,0.404542,7.40E-07,6.87E-07,6.31E-07
G10,34,0.409377,7.37E-07,6.83E-07,6.27E-07
G10,35,0.404542,7.38E-07,6.83E-07,6.28E-07
G10,36,0.404542,7.34E-07,6.81E-07,6.27E-07
G10,37,0.404542,7.36E-07,6.80E-07,6.28E-07
G10,38,0.409377,7.38E-07,6.79E-07,6.27E-07
G10,39,0.404542,7.37E-07,6.77E-07,6.26E-07
G10,40,0.409377,7.37E-07,6.78E-07,6.26E-07
G10,41,0.36586,3.95E-07,3.67E-07,3.92E-07
G11,1,0.394871,3.30E-06,3.41E-06,4.26E-06
G11,2,0.399706,3.25E-06,3.47E-06,3.14E-06
G11,3,0.404542,3.23E-06,3.52E-06,3.14E-06
G11,4,0.404542,3.23E-06,3.52E-06,3.12E-06
G11,5,0.409377,3.21E-06,3.52E-06,3.11E-06
G11,6,0.409377,3.21E-06,3.51E-06,3.10E-06
G11,7,0.409377,3.20E-06,3.50E-06,3.09E-06
G11,8,0.409377,3.20E-06,3.49E-06,3.08E-06
G11,9,0.409377,3.19E-06,3.48E-06,3.07E-06
G11,10,0.409377,3.19E-06,3.47E-06,3.06E-06
G11,11,0.414212,1.79E-06,1.96E-06,1.77E-06
G11,12,0.414212,1.77E-06,1.95E-06,1.75E-06
G11,13,0.414212,1.77E-06,1.94E-06,1.75E-06
G11,14,0.419047,1.77E-06,1.93E-06,1.74E-06
G11,15,0.419047,1.77E-06,1.93E-06,1.74E-06
G11,16,0.419047,1.76E-06,1.93E-06,1.73E-06
G11,17,0.419047,1.76E-06,1.92E-06,1.73E-06
G11,18,0.419047,1.76E-06,1.92E-06,1.72E-06
G11,19,0.419047,1.76E-06,1.92E-06,1.72E-06
G11,20,0.423882,1.75E-06,1.91E-06,1.72E-06
G11,21,0.423882,1.08E-06,1.19E-06,1.08E-06
G11,22,0.419047,1.07E-06,1.17E-06,1.06E-06
G11,23,0.423882,1.07E-06,1.16E-06,1.06E-06
G11,24,0.419047,1.06E-06,1.16E-06,1.05E-06
G11,25,0.419047,1.06E-06,1.16E-06,1.05E-06
G11,26,0.423882,1.06E-06,1.16E-06,1.05E-06
G11,27,0.428717,1.06E-06,1.16E-06,1.05E-06
G11,28,0.423882,1.06E-06,1.15E-06,1.05E-06
G11,29,0.428717,1.06E-06,1.15E-06,1.04E-06
G11,30,0.423882,1.06E-06,1.15E-06,1.04E-06
G11,31,0.433553,7.29E-07,8.00E-07,7.40E-07
G11,32,0.438388,7.14E-07,7.86E-07,7.24E-07
G11,33,0.438388,7.14E-07,7.81E-07,7.19E-07
G11,34,0.438388,7.11E-07,7.78E-07,7.18E-07
G11,35,0.438388,7.11E-07,7.75E-07,7.16E-07
G11,36,0.433553,7.11E-07,7.74E-07,7.15E-07
G11,37,0.438388,7.10E-07,7.72E-07,7.13E-07
G11,38,0.428717,7.10E-07,7.69E-07,7.14E-07
G11,39,0.438388,7.10E-07,7.70E-07,7.11E-07
G11,40,0.438388,7.10E-07,7.68E-07,7.09E-07
G11,41,0.264322,3.08E-07,3.87E-07,4.32E-07
G12,1,0.385201,3.40E-06,3.64E-06,4.54E-06
G12,2,0.390036,3.40E-06,3.22E-06,2.97E-06
G12,3,0.390036,3.38E-06,3.30E-06,2.95E-06
G12,4,0.390036,3.36E-06,3.29E-06,2.95E-06
G12,5,0.394871,3.35E-06,3.28E-06,2.95E-06
G12,6,0.394871,3.34E-06,3.26E-06,2.94E-06
G12,7,0.394871,3.33E-06,3.24E-06,2.94E-06
G12,8,0.399706,3.33E-06,3.23E-06,2.94E-06
G12,9,0.399706,3.32E-06,3.22E-06,2.93E-06
G12,10,0.399706,3.31E-06,3.21E-06,2.93E-06
G12,11,0.404542,1.83E-06,1.80E-06,1.75E-06
G12,12,0.404542,1.82E-06,1.79E-06,1.72E-06
G12,13,0.404542,1.81E-06,1.78E-06,1.71E-06
G12,14,0.404542,1.81E-06,1.77E-06,1.71E-06
G12,15,0.404542,1.81E-06,1.76E-06,1.70E-06
G12,16,0.404542,1.80E-06,1.76E-06,1.70E-06
G12,17,0.404542,1.80E-06,1.75E-06,1.70E-06
G12,18,0.409377,1.80E-06,1.74E-06,1.69E-06
G12,19,0.409377,1.79E-06,1.74E-06,1.69E-06
G12,20,0.409377,1.79E-06,1.73E-06,1.68E-06
G12,21,0.409377,1.10E-06,1.06E-06,1.10E-06
G12,22,0.414212,1.08E-06,1.04E-06,1.08E-06
G12,23,0.414212,1.08E-06,1.04E-06,1.07E-06
G12,24,0.414212,1.08E-06,1.03E-06,1.07E-06
G12,25,0.414212,1.08E-06,1.03E-06,1.06E-06
G12,26,0.414212,1.08E-06,1.02E-06,1.06E-06
G12,27,0.414212,1.07E-06,1.02E-06,1.06E-06
G12,28,0.419047,1.07E-06,1.01E-06,1.06E-06
G12,29,0.419047,1.07E-06,1.01E-06,1.05E-06
G12,30,0.419047,1.07E-06,1.01E-06,1.05E-06
G12,31,0.419047,7.53E-07,7.08E-07,7.64E-07
G12,32,0.419047,7.42E-07,6.95E-07,7.46E-07
G12,33,0.419047,7.39E-07,6.88E-07,7.41E-07
G12,34,0.419047,7.37E-07,6.86E-07,7.39E-07
G12,35,0.419047,7.36E-07,6.83E-07,7.40E-07
G12,36,0.419047,7.35E-07,6.82E-07,7.37E-07
G12,37,0.419047,7.33E-07,6.78E-07,7.36E-07
G12,38,0.423882,7.34E-07,6.76E-07,7.34E-07
G12,39,0.423882,7.31E-07,6.75E-07,7.32E-07
G12,40,0.423882,7.32E-07,6.73E-07,7.31E-07
G12,41,0.433553,4.04E-07,4.13E-07,4.48E-07
G2,1,0.375531,3.27E-06,6.55E-06,3.92E-06
G2,2,0.385201,3.26E-06,3.07E-06,3.18E-06
G2,3,0.385201,3.24E-06,3.23E-06,3.16E-06
G2,4,0.390036,3.22E-06,3.28E-06,3.15E-06
G2,5,0.390036,3.21E-06,3.29E-06,3.13E-06
G2,6,0.390036,3.20E-06,3.29E-06,3.12E-06
G2,7,0.394871,3.20E-06,3.29E-06,3.11E-06
G2,8,0.394871,3.19E-06,3.28E-06,3.11E-06
G2,9,0.399706,3.18E-06,3.28E-06,3.09E-06
G2,10,0.399706,3.17E-06,3.27E-06,3.09E-06
G2,11,0.399706,1.82E-06,1.84E-06,1.82E-06
G2,12,0.404542,1.81E-06,1.83E-06,1.79E-06
G2,13,0.404542,1.80E-06,1.83E-06,1.78E-06
G2,14,0.404542,1.80E-06,1.82E-06,1.78E-06
G2,15,0.404542,1.80E-06,1.82E-06,1.77E-06
G2,16,0.409377,1.79E-06,1.81E-06,1.77E-06
G2,17,0.409377,1.79E-06,1.81E-06,1.76E-06
G2,18,0.409377,1.78E-06,1.81E-06,1.76E-06
G2,19,0.404542,1.78E-06,1.80E-06,1.75E-06
G2,20,0.409377,1.78E-06,1.80E-06,1.75E-06
G2,21,0.409377,1.11E-06,1.09E-06,1.13E-06
G2,22,0.409377,1.09E-06,1.08E-06,1.11E-06
G2,23,0.409377,1.09E-06,1.08E-06,1.10E-06
G2,24,0.414212,1.09E-06,1.07E-06,1.10E-06
G2,25,0.419047,1.08E-06,1.07E-06,1.10E-06
G2,26,0.419047,1.08E-06,1.07E-06,1.09E-06
G2,27,0.419047,1.08E-06,1.07E-06,1.09E-06
G2,28,0.419047,1.08E-06,1.07E-06,1.09E-06
G2,29,0.414212,1.08E-06,1.06E-06,1.09E-06
G2,30,0.419047,1.08E-06,1.06E-06,1.08E-06
G2,31,0.419047,7.53E-07,7.19E-07,7.87E-07
G2,32,0.423882,7.40E-07,7.08E-07,7.69E-07
G2,33,0.419047,7.38E-07,7.02E-07,7.64E-07
G2,34,0.423882,7.36E-07,7.01E-07,7.63E-07
